Species,Flowering,Fruit.ripening,Seed.dispersal,pdf.table.number,pdf_page_number,genus.name,Color.of.ripe.fruit,Height.of.mature.trees..m.,Year.first.cultivated,Location,Color.of.ripe.fruits,Fruit.drop,Location..altitude,Location..elevation,Height.at.maturity..m.,Growth.habit..maximum.height,Flower.color,Flowering.habit,Dispersal,Cone.ripening,Seed.ripening..dispersal,Origin,Color.of.ripe.fruit.1,Seed.size..mm.,Diam.of.ripe.fruit..mm.,Cleaned...kg.,seeds.wt...lb.,Fruit..seed.ripening,Location..elevation..m.,Tree.ht..m.,Age..yrs.,Interval..yrs.
succulenta,May-June,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bright red,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracyi,Apr-May,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orange-red,NA,NA,NA,NA,NA,NA,NA,NA,NA
triflora,May,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red, hairy",NA,NA,NA,NA,NA,NA,NA,NA,NA
uniflora,Apr-May,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yellow to dull red to brown,NA,NA,NA,NA,NA,NA,NA,NA,NA
viridis,Apr-May,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bright red, orange-red, yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA
angustifolia,June,Aug-Oct,All winter,2,484,Elaeagnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Dec,NA,NA,NA,NA,NA,NA,NA,NA
commutata,June-July,Aug-Sep,Sep-Nov,2,484,Elaeagnus,NA,NA,NA,"Black Hills, South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09-Aug,NA,NA,NA,NA,NA,NA,NA,NA
umbellata,May-June,Aug-Oct,Sep-Nov,2,484,Elaeagnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08-Jun,NA,NA,NA,NA,NA,NA,NA,NA
arbutifolia,Mar-Apr,Oct-Nov,NA,2,272,Aronia,NA,NA,NA,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arbutifolia,Mar-May,Sept-Oct,NA,2,272,Aronia,NA,NA,NA,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arbutifolia,Apr-July,Sept-Nov,NA,2,272,Aronia,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melanocarpa,Mar-June,Aug,NA,2,272,Aronia,NA,NA,NA,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melanocarpa,Apr-July,Aug-Oct,NA,2,272,Aronia,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melanocarpa,June,Sept-Oct,NA,2,272,Aronia,NA,NA,NA,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X prunifolia,Apr-July,Aug-Oct,NA,2,272,Aronia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morella californica,May-June,Sept,NA,2,735,Morella,Brownish purple with grayish white wax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"48,000","22,000",NA,NA,NA,NA,NA
Morella cerifera,Mar-June,Aug-Oct,NA,2,735,Morella,Light green with pale blue wax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"185,000","84,000",NA,NA,NA,NA,NA
Morella faya,Variable,Aug-Nov,NA,2,735,Morella,Red to purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
Myrica pensylvanica,Apr-July,Sept-Oct,NA,2,735,Morella,Covered with grayish white wax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"121,000","55,000",NA,NA,NA,NA,NA
Myrica gale,Mar-Apr,Oct,NA,2,735,Morella,Lustrous & dotted with resin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
baccata,Mar-May,NA,Aug-Oct,2,1095,Taxus,NA,NA,NA,W Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Oct,NA,NA,NA,NA
brevifolia,Mar-May,NA,July-Oct,2,1095,Taxus,NA,NA,NA,Washington & Oregon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,July-Oct,NA,NA,NA,NA
canadensis,Apr,NA,Aug-Sept,2,1095,Taxus,NA,NA,NA,Minnesota & Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA
cuspidata,Apr-June,NA,Oct,2,1095,Taxus,NA,NA,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Oct,NA,NA,NA,NA
floridana,Jan-Mar,NA,Aug-Oct,2,1095,Taxus,NA,NA,NA,NW Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Oct,NA,NA,NA,NA
macrocarpa,February-mid-Apr,NA,Late Aug-late Oct,2,893,Pseudotsuga,NA,NA,NA,S California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Aug-early Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
menziesii var. glauca,Mid-Apr-early May,NA,NA,2,893,Pseudotsuga,NA,NA,NA,"Central Colorado (elev. 2,060-2,880 m)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
menziesii var. glauca,Late May-early June,NA,Late Aug-mid-Sept,2,893,Pseudotsuga,NA,NA,NA,"Montana (elev. 700-1,700 m)",NA,NA,NA,NA,NA,NA,NA,NA,NA,Late July-early Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
menziesii var. glauca,Early May-late June,NA,Early Sept,2,893,Pseudotsuga,NA,NA,NA,"Northern Idaho (elev. 820-1,000 m)",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mid-Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
menziesii var. glauca,Mid-May-mid-June,NA,Mid-Aug-mid-Sept,2,893,Pseudotsuga,NA,NA,NA,Central Oregon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
menziesii var. menziesii,Late Mar-mid-May,NA,Sept-late Mar,2,893,Pseudotsuga,NA,NA,NA,Coastal British Columbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
menziesii var. menziesii,Mid-Mar-early Junet,NA,Late Aug-late Mart,2,893,Pseudotsuga,NA,NA,NA,W-central Oregon & W Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
menziesii var. menziesii,Early Apr-early May,NA,Mid-Aug,2,893,Pseudotsuga,NA,NA,NA,S Oregon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
menziesii var. menziesii,NA,NA,Sept-early winter,2,893,Pseudotsuga,NA,NA,NA,N California,NA,NA,NA,NA,NA,NA,NA,NA,NA,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
californica,May-July,July-Sept,Aug-Sept,3,251,Amorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
canescens,June-late July,Aug-Sept,Sept-Oct,3,251,Amorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fruticosa,May-June,Aug,Sept-Oct,3,251,Amorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nana,May-July,July,July,3,251,Amorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acutifolius,May-June,Sept-Oct,Sept-winter,2,444,Cotoneaster,NA,NA,NA,N Great Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apiculatus,May-June,Aug-Sept,Fall-winter,2,444,Cotoneaster,NA,NA,NA,S Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
horizontalis,June,Sept-Nov,Sept-winter,2,444,Cotoneaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
integerrimus,May-June,Aug-Sept,NA,2,444,Cotoneaster,NA,NA,NA,Great Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lucidus,May-June,Sept,NA,2,444,Cotoneaster,NA,NA,NA,North Dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
niger,May-June,NA,NA,2,444,Cotoneaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grandifolia,March-May,Sept-Nov,Sept-Nov (after frost),2,520,Fagus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sylvatica,Apr-May,Sept-Oct,Oct-Nov (after frost),2,520,Fagus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glutinosa,Mar-May,Sept,Sept or Oct-early spring,2,235,Alnus,NA,NA,NA,E US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glutinosa,(can start Jan),Feb-April,NA,2,235,Alnus,NA,NA,NA,S US & England,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
incana,Mar-May,Sept-Nov,Sept-Dec,2,235,Alnus,NA,NA,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ssp. rugosa,Mar-May,NA,NA,2,235,Alnus,NA,NA,NA,"Canada, US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ssp. tenuifolia,Mar-Apr,Aug-Sept,NA,2,235,Alnus,NA,NA,NA,"Idaho, Montana, Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nepalensis,NA,Oct-Feb,Oct-Apr,2,235,Alnus,NA,NA,NA,Hawaii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rhombifolia,Mar,Late Sept-early Oct,NA,2,235,Alnus,NA,NA,NA,Oregon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rubra,Late winter-,Aug-Oct,Sept-Dec,2,235,Alnus,NA,NA,NA,"Washington, Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rubra,early spring,NA,NA,2,235,Alnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
serrulata,Feb-May,Late Sept-early Oct,NA,2,235,Alnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
viridis ssp. crispa,Spring,Late Aug-mid-Oct,Soon after ripening,2,235,Alnus,NA,NA,NA,"E US, Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
viridis ssp. crispa,Apr-June,Mid Sept-early Oct,Sept-early spring,2,235,Alnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ssp. sinuata,Apr-June,Sept-Dec,NA,2,235,Alnus,NA,NA,NA,"Alaska, W Canada, & NW US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alba,Apr-May,Sept-Oct,Sept-Oct,2,334,Carya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aquatica,Mar-May,Sept-Nov,Oct-Dec,2,334,Carya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordiformis,Apr-May,Sept-Oct,Sept-Dec,2,334,Carya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glabra,Apr-May,Sept-Oct,Sept-Oct,2,334,Carya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
illinoensis,Mar-May,Sept-Oct,Sept-Oct,2,334,Carya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
laciniosa,Apr-June,Sept-Nov,Sept-Oct,2,334,Carya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myristiciformis,Apr-May,Sept-Oct,Sept-Oct,2,334,Carya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ovata,Apr-June,Sept-Oct,Sept-Oct,2,334,Carya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pallida,Mar-Apr,Sept-Oct,Sept-Oct,2,334,Carya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alba,May-mid-June,Mid-Sept-mid-Oct,Mid-Sept-mid-Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,25-45,25-30,2-3-
amabilis,Late Apr-May,Late Aug,Late Aug-Sept,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W Washington & Oregon (150-400),35-65,30,06-Mar
amabilis,Mid-May-June,Mid-Sept,NA,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vancouver Is., British Columbia (500)",NA,NA,NA
amabilis,June,NA,Mid-Sept,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis Co., Washington (1,600)",NA,NA,NA
balsamea,Mid-late-May,Late Aug-early Sept,Mid-Sept,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Oct,20-30,04-Feb
balsamea,Late Apr-early June,NA,Early Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minnesota,NA,NA,NA
bracteata,Late Apr-early May,Late Aug,Mid-Sept,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sta. Lucia Mtns, Monterey Co., California",10-35,NA,05-Mar
concolor,May-June,Sept-Oct,Sept-Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-60,40,09-Mar
var. lowiana,Late May,NA,Late Sept-late Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanislaus NF, California (2,000)",NA,NA,NA
var. lowiana,Mid-May-early June, -,NA,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fremont NF, Oregon (1,600)",NA,NA,NA
firma,Late Apr-mid-May,Mid-late Oct,Late Oct-early Nov,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japan,30-45,NA,06-Apr
fraseri,Mid-May-early June,Sept-mid-Oct,Sept-early Nov,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roan Mtn, North Carolina",25-Oct,15,3
grandis,Mid-June,Aug,Early Sept,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Idaho (750-1,100)",35-65,20,03-Feb
grandis,Mid-April-mid-May,NA,Late Aug-mid-Sept,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W Washington & Oregon (100-400),NA,NA,NA
grandis,Early-mid-June, -,Early Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linn Co., Oregon (1,600)",NA,NA,NA
grandis,Late March-early Apr, -,NA,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mendocino Co., California (65)",NA,NA,NA
guatemalensis,NA,Oct-mid-Dec,Nov-mid-Dec,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guatemala, S Mexico, Honduras, & El Salvador",20-30,NA,03-Feb
homolepis,Mid-May-mid-June,Mid-late Sept,Mid-late Sept,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japan,20-30,NA,07-May
lasiocarpa,Late June,Mid-Sept-early Oct,Late Sept-early Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco Peaks, Coconino Co., Arizona",10-35,50,03-Feb
lasiocarpa,Late June-early July,Mid-Aug,Mid-Sept,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Idaho (950),10-35,20,04-Feb
lasiocarpa,Early-mid-July,Late Aug,Early Sept,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Montana (2,100)",NA,NA,NA
lasiocarpa,Late May-early July,NA,Early Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linn County, Oregon (1,750)",NA,NA,NA
magnifica,Late May-early June,Aug,Sept-Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-55,35-45,03-Feb
mariesii,Mid-late June,Mid-late Sept,Late Sept-early Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japan,25-Oct,NA,07-May
nordmanniana,NA,May,Sept-Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40-60,30-40,03-Feb
nordmanniana,NA,After Oct I,NA,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Russian Georgia,NA,NA,NA
pindrow §,Late Apr-mid-May,Sept-early Oct,Oct-Nov,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Himalayas,NA,30-40,04-Feb
pinsapo,NA,NA,NA,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Czech Republic & Soslovakia,NA,50,NA
procera,June,Mid-late Sept,Early Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benton & Linn Cos., Oregon (1,350-1,550)",45-80,15-Dec,06-Mar
procera,June-early July,Late Sept,Early Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis Co., Washington (1,600)",NA,NA,NA
A sachalinensis,May-June,Sept-Oct,Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hokkaido, Japan",NA,NA,04-Feb
X shastensis,Mid-late June,Late Sept,Late Sept-mid-Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SW Oregon (1,850-2,000)",30-55,30-40,03-Feb
X shastensis,NA,Late Sept,Early-mid-Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N. California coast ranges (2,000)",NA,NA,NA
X shastensis,NA,NA,Mid-Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shasta Co., California (1,700-2,000)",NA,NA,NA
sibirica,NA,NA,NA,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W Siberia,NA,NA,08-Feb
veitchii,June,Sept-early Oct,Sept-Oct,3,161,Abies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japan,20-25,30,06-May
angustifolia,Sept-Oct,Sept-Oct,Oct,2,293,Baccharis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pilularis,July-Oct,Sept-Dec,Fall,2,293,Baccharis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
salicifolia,May-July,May-July,May-July,2,293,Baccharis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
canadensis,Mar-May,July-early autumn,NA,3,375,Cercis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magenta-purplish pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
canadensis var. texensis,Mar-Apr,Aug-Sept,NA,3,375,Cercis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magenta pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orbiculata,Feb-May,July-Sept,NA,3,375,Cercis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magenta pink-reddish purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
